,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
12,Contos do Padre Brown,G.K. Chesterton ; apresent. Adriana Veleda ; il. Weberson Santiago ; trad. Jéssica Gaspar Janeiro,"Porto : Porto Ed., 2021",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,G.K. Chesterton , apresent. Adriana Veleda ; il. Weberson Santiago ; trad. Jéssica Gaspar Janeiro
13,O homem mais feliz do mundo,Eddie Jaku ; trad. Gonçalo Neves,"Lisboa : Objectiva, 2021",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Eddie Jaku , trad. Gonçalo Neves
14,Suspense ou a Arte da ficção,Patricia Highsmith ; trad. do inglês Rita Canas Mendes,"Amadora : Cavalo de Ferro, 2021",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Patricia Highsmith , trad. do inglês Rita Canas Mendes
15,O estranho caso do cão morto,Mark Haddon ; trad. Sílvia Serrano Santos,"Barcarena : Presença, 2021",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Mark Haddon , trad. Sílvia Serrano Santos
16,Na colónia penal,Franz Kafka ; trad. Carlos leite,ISBN: 978-989-783-133-1,1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Franz Kafka , trad. Carlos leite
17,História de dois patifes e outras prosas,Fialho de Almeida,"Lisboa : Guerra e Paz, 2020",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Fialho de Almeida,
18,O pedaço que falta encontra o Grande O,Shel Silverstein ; trad. de Susana Ferreira,"Lisboa : Bertrand, 2020",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Shel Silverstein , trad. de Susana Ferreira
19,As sílabas de Amália,Manuel Alegre,"Lisboa : Dom Quixote, 2020",1,2021 - 1.o Sem.,15 - 18 anos,Literatura,Manuel Alegre,
20,Os perseguidores,Ana Teresa Pereira,ISBN: 978-989-783-092-1,2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Ana Teresa Pereira,
21,Jubiabá,Jorge Amado ; il. Carybé,"Alfragide : Dom Quixote, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Jorge Amado , il. Carybé
22,Poemas dramáticos e pictopoemas,Mário Cesariny ; ed. pref. e notas Perfecto E. Cuadrado,"Porto : Assírio e Alvim, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Mário Cesariny , ed. pref. e notas Perfecto E. Cuadrado
23,Os pássaros e outros contos macabros,Daphne du Maurier ; trad. Ana Luísa Faria,"Porto : Livros do Brasil, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Daphne du Maurier , trad. Ana Luísa Faria
24,Notre-Dame de Paris,adapt. e argum. Claude Carré ; des. e cores Jean-Marie Michaud ; trad. Pedro Cleto,ISBN: 978-989-682-885-1,2,2021 - 1.o Sem.,15 - 18 anos,Literatura,adapt. e argum. Claude Carré , des. e cores Jean-Marie Michaud ; trad. Pedro Cleto
25,O mundo à minha procura : autobiografia,Ruben A.,"Lisboa : Assírio & Alvim, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Ruben A.,
26,A ladra de fruta : ou viagem de ida ao interior do país,Peter Handke ; trad. Maria Helena Topa,"Lisboa : Relógio d'Água, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Peter Handke , trad. Maria Helena Topa
27,O ano do macaco,Patti Smith ; trad. Helder Moura Pereira,"Lisboa : Quetzal, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Patti Smith , trad. Helder Moura Pereira
28,Menina,Edna O'Brien ; trad. Raquel Dutra Lopes,"Amadora : Cavalo de Ferro, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Edna O'Brien , trad. Raquel Dutra Lopes
29,Latim do zero : a Vergílio em 50 lições,Frederico Lourenço,"Lisboa : Quetzal, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Frederico Lourenço,
30,Livro de vozes e sombras,João de Melo,"Lisboa : Dom Quixote, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,João de Melo,
31,Acender uma fogueira,Christophe Chabouté ; trad. João Miguel Lameiras,ISBN: 978-989-682-873-8,2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Christophe Chabouté , trad. João Miguel Lameiras
32,As telefones,Djaimilia Pereira de Almeida,ISBN: 978-989-783-011-2,2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Djaimilia Pereira de Almeida,
33,Os vivos e os outros,José Eduardo Agualusa,"Lisboa : Quetzal, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa,
34,A torre da Barbela,Ruben A.,"Porto : Livros do Brasil, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Ruben A.,
35,Eneida,"Vergílio ; trad. Luís M. G. Cerqueira, Cristina Abranches Guerreiro, Ana Alexandra Alves de Sousa","Lisboa : Bertrand, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Vergílio ," trad. Luís M. G. Cerqueira, Cristina Abranches Guerreiro, Ana Alexandra Alves de Sousa"
36,Silêncio para 4 : romance,Ruben A,"Porto : Assírio & Alvim, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Ruben A,
37,Palomar,Italo Calvino ; trad. João Reis,"Lisboa : Dom Quixote, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Italo Calvino , trad. João Reis
38,A firma,John Grisham ; trad. Joana Luz,"Lisboa : 11x17, 2020",2,2021 - 1.o Sem.,15 - 18 anos,Literatura,John Grisham , trad. Joana Luz
39,Sobre a leitura,Marcel Proust ; trad. Miguel Serras Pereira,ISBN: 978-989-641-828-1,2,2021 - 1.o Sem.,15 - 18 anos,Literatura,Marcel Proust , trad. Miguel Serras Pereira
40,Não mais amores,"Javier Marías ; trad. de Elsa Castro Neves, Manuel Alberto e Miguel Filipe Mochila","Lisboa : Alfaguara, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Javier Marías ," trad. de Elsa Castro Neves, Manuel Alberto e Miguel Filipe Mochila"
41,[Trilogia MaddAddam],Margaret Atwood,"Lisboa : Bertrand, 2020-",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Margaret Atwood,
42,O castelo dos animais,"Delep, Dorison ; trad. Helena Romão","Estoril : Arte de Autor, 2020-",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,"Delep, Dorison ", trad. Helena Romão
43,A odisseia de Baldassare,Amin Maalouf ; trad. António Pescada,"Barcarena : Marcador, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Amin Maalouf , trad. António Pescada
44,O neto do homem mais sábio : uma biografia de José Saramago,Tomás Guerrero ; trad. João Miguel Lameira ; pref. Valter Hugo Mãe,ISBN: 978-989-682-890-5,3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Tomás Guerrero , trad. João Miguel Lameira ; pref. Valter Hugo Mãe
45,A visagem do cronista : antologia de crónica autobiográfica portuguesa (séculos XIX-XXI),"sel., introd. notas Carina Infante do Carmo",ISBN: 978-989-54018-8-8,3,2021 - 1.o Sem.,15 - 18 anos,Literatura,"sel., introd. notas Carina Infante do Carmo",
46,Homens na prisão,Victor Serge ; trad. do francês por Francisco Silva Pereira,"Silveira : E-Primatur, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Victor Serge , trad. do francês por Francisco Silva Pereira
47,Águas-fortes portenhas,"Roberto Arlt ; sel., versões e posf. Rui Manuel Amaral","Porto : Exclamação, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Roberto Arlt ," sel., versões e posf. Rui Manuel Amaral"
48,O som da montanha : romance,Yasunari Kawabata ; trad. Francisco Agarez,"Lisboa : Dom Quixote, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Yasunari Kawabata , trad. Francisco Agarez
49,O diário de Renia,Renia Spiegel ; trad. Gabriela Pilkington,"Porto : Porto Ed., 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Renia Spiegel , trad. Gabriela Pilkington
50,"Mulheres sem medo : 150 anos de combate pela liberdade, igualdade, sororidade",Marta Breen e Jenny Jordahl ; trad. Pedro Porto Fernandes,"Lisboa : Bertrand, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Marta Breen e Jenny Jordahl , trad. Pedro Porto Fernandes
51,O gato preto e outros contos,Edgar Allan Poe ; trad. J. Teixeira de Aguilar ; il. Tamara Alves,"Porto : Porto Ed., 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Edgar Allan Poe , trad. J. Teixeira de Aguilar ; il. Tamara Alves
52,Os queridos da princesa : ou o raide auteuil-Port Manec'H,Michel Rio ; il. Marie Belorgey ; trad. Raúl Henriques,"Amadora : Elsinore, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Michel Rio , il. Marie Belorgey ; trad. Raúl Henriques
53,A ilha do tesouro,adapt. e argum. Christophe Lemoine ; des. Jean-Marie Woehrel ; trad. Pedro Cleto,ISBN: 978-989-682-882-0,3,2021 - 1.o Sem.,15 - 18 anos,Literatura,adapt. e argum. Christophe Lemoine , des. Jean-Marie Woehrel ; trad. Pedro Cleto
54,As aventuras de Tom Sawyer,adapt. e argum. Caterina Mognato ; des. Danilo Loizedda ; trad. Pedro Cleto,ISBN: 978-989-682-881-3,3,2021 - 1.o Sem.,15 - 18 anos,Literatura,adapt. e argum. Caterina Mognato , des. Danilo Loizedda ; trad. Pedro Cleto
55,Na farmácia do Evaristo,Fernando Pessoa ; introd. Manuel S. Fonseca,"Lisboa : Guerra e Paz, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Fernando Pessoa , introd. Manuel S. Fonseca
56,Theodore Boone  : o miúdo advogado,John Grisham ; trad. Catarina Andrade,"Lisboa : Bertrand, 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,John Grisham , trad. Catarina Andrade
57,A dança dos ossos : antologia do conto gótico luso-brasileiro ; org. e notas Ricardo Lourenço ; pref. António Monteiro,Valter Hugo Mãe,"Porto : Porto Ed., 2020",3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Valter Hugo Mãe,
58,Contra mim,Ross Welford ; trad. Filipa Veloso,ISBN: 978-84-17222-82-6,3,2021 - 1.o Sem.,15 - 18 anos,Literatura,Ross Welford , trad. Filipa Veloso
59,Viagem no tempo com um hámster,adapt. e argum. Djian ; des. TieKo ; trad. Pedro Cleto,ISBN: 978-989-682-883-7,4,2021 - 1.o Sem.,15 - 18 anos,Literatura,adapt. e argum. Djian , des. TieKo ; trad. Pedro Cleto
60,O livro da selva,João Pinto Coelho,"Alfragide : Leya, 2020",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,João Pinto Coelho,
61,Um tempo a fingir : romance,Hans Herbert Grimm ; trad. Paulo Rêgo ,"Lisboa : Pim!, 2019",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Hans Herbert Grimm , trad. Paulo Rêgo 
62,"Schlump : histórias e aventuras da vida do desconhecido soldado Emil Schulz, chamado , narradas pelo próprio.",Hiro Arikawa ; trad. Rita Kohl,"Barcarena : Presença, 2019",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Hiro Arikawa , trad. Rita Kohl
63,Memórias de um gato viajante,João Reis,"Amadora : Elsinore, cop. 2019",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,João Reis,
64,Quando servi Gil Vicente,Maite Carranza ; trad. Artur Guerra,"Amadora : Fábula, 2019",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Maite Carranza , trad. Artur Guerra
65,O filme da minha vida,"Val Emmich ; com Steven Levenson, Benj Pasek e Justin Paul ; trad. Marta Mendonça","Barcarena : Presença, 2019",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Val Emmich ," com Steven Levenson, Benj Pasek e Justin Paul ; trad. Marta Mendonça"
66,Caro Evan Hansen : o romance,"Franz Kafka, Guridi ; trad. Carla Maia de Almeida","[S.l.] : Simon's Books, 2019",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,"Franz Kafka, Guridi ", trad. Carla Maia de Almeida
67,O desejo de ser um índio,João Pinto Coelho,"Alfragide : BIS, 2018",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,João Pinto Coelho,
68,Perguntem a Sarah Gross : romance,Reinaldo Ferreira,"[S.l.] : Pim!, 2018",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Reinaldo Ferreira,
69,Punhais misteriosos (por Edgar Duque),Heather Morris ; trad. de Miguel Romeira,"Barcarena : Presença, 2018-2021",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Heather Morris , trad. de Miguel Romeira
70,[Trilogia O tatuador de Auschwitz],David Machado,"Alfragide : Caminho, 2018",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,David Machado,
71,Não te afastes,Cláudia Branco ; il. Bruno Leal... [et al.],"Silveira : BookBuilders,  2018",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Cláudia Branco , il. Bruno Leal... [et al.]
72,A preto e branco,Júlio Cortázar ; trad. do castelhano (argentino) Miguel Mochila,"Lisboa : Cavalo de Ferro, 2015",4,2021 - 1.o Sem.,15 - 18 anos,Literatura,Júlio Cortázar , trad. do castelhano (argentino) Miguel Mochila
